Project,File,CommitHash,Diff,Decision,CommitMessage,text,Detection,Explanation
facebook-android-sdk,1334.json,bc17a04007ed19a340cfb2753c07f927e514b5ad,"@@ -1,7 +1,7 @@
     private void logAuthorizationMethodStart(String method) {
         Bundle bundle = newAuthorizationLoggingBundle(pendingRequest.getAuthId());
         bundle.putLong(EVENT_PARAM_TIMESTAMP, System.currentTimeMillis());
         bundle.putString(EVENT_PARAM_METHOD, method);
 
-        appEventsLogger.logSdkEvent(EVENT_NAME_LOGIN_METHOD_START, null, bundle);
+        getAppEventsLogger().logSdkEvent(EVENT_NAME_LOGIN_METHOD_START, null, bundle);
     }",NotBuggy,"Facebook Android SDK 3.5.1 (see https://developers.facebook.com/docs/android/change-log-3.x/)

Summary: Facebook Android SDK 3.5.1 (see https://developers.facebook.com/docs/android/change-log-3.x/)

Test Plan: - Built ZIP

Reviewers: mingfli

Reviewed By: mingfli

CC: subodh, platform-diffs@lists

Differential Revision: https://phabricator.fb.com/D986742
","CommitMessage: Facebook Android SDK 3.5.1 (see https://developers.facebook.com/docs/android/change-log-3.x/)

Summary: Facebook Android SDK 3.5.1 (see https://developers.facebook.com/docs/android/change-log-3.x/)

Test Plan: - Built ZIP

Reviewers: mingfli

Reviewed By: mingfli

CC: subodh, platform-diffs@lists

Differential Revision: https://phabricator.fb.com/D986742

Diff:
@@ -1,7 +1,7 @@
     private void logAuthorizationMethodStart(String method) {
         Bundle bundle = newAuthorizationLoggingBundle(pendingRequest.getAuthId());
         bundle.putLong(EVENT_PARAM_TIMESTAMP, System.currentTimeMillis());
         bundle.putString(EVENT_PARAM_METHOD, method);
 
-        appEventsLogger.logSdkEvent(EVENT_NAME_LOGIN_METHOD_START, null, bundle);
+        getAppEventsLogger().logSdkEvent(EVENT_NAME_LOGIN_METHOD_START, null, bundle);
     }","  Based on the provided Git diff and commit message, it appears that the changes align with the commit message and indicate a bug fix. The commit message mentions the Facebook Android SDK 3.5.1 and the changes made to the file related to logging authorization method start. The changes made to the file involve modifying a method called logAuthorizationMethodStart, which is part of the Facebook Android SDK. The modified method includes updating the appEventsLogger variable to use the getAppEventsLogger method instead of the traditional appEventsLogger variable. This change suggests that the bug being fixed is related to the appEventsLogger variable not being properly initialized, which can cause issues with logging authorization method start. Therefore, the changes made in this commit can be considered a bug fix as they address this issue.

In addition, the reviewers, mingfli, and the CC list, subodh, platform-diffs@lists, indicate that the commit has been reviewed and approved, which further suggests that the changes are in line with the commit message and address a bug.

Based on the analysis, the conclusion is that the changes made in this commit align with the commit message and are a bug fix.","  Based on the provided Git diff and commit message, it appears that the changes align with the commit message and indicate a bug fix. The commit message mentions the Facebook Android SDK 3.5.1 and the changes made to the file related to logging authorization method start. The changes made to the file involve modifying a method called logAuthorizationMethodStart, which is part of the Facebook Android SDK. The modified method includes updating the appEventsLogger variable to use the getAppEventsLogger method instead of the traditional appEventsLogger variable. This change suggests that the bug being fixed is related to the appEventsLogger variable not being properly initialized, which can cause issues with logging authorization method start. Therefore, the changes made in this commit can be considered a bug fix as they address this issue.

In addition, the reviewers, mingfli, and the CC list, subodh, platform-diffs@lists, indicate that the commit has been reviewed and approved, which further suggests that the changes are in line with the commit message and address a bug.

Based on the analysis, the conclusion is that the changes made in this commit align with the commit message and are a bug fix."
facebook-android-sdk,2354.json,2921bd7e2a268d0e08d10c13f90f8381d27c24ca,"@@ -1,8 +1,11 @@
     public void add(Activity activity) {
+        if (InternalSettings.isUnityApp()) {
+            return;
+        }
         if (Thread.currentThread() != Looper.getMainLooper().getThread()) {
             throw new FacebookException(""Can't add activity to CodelessMatcher on non-UI thread"");
         }
         this.activitiesSet.add(activity);
         delegateMap.clear();
         startTracking();
     }",NotBuggy,"Delegate event matching to unity sdk

Summary:
Codeless event matching should be handled in Unity SDK due to the special tree hierarchy in Unity apps. This diff does 2 things:
1. Send event mappin to Unity on parsing the app settings.
2. Skip event matching for unity apps.

Differential Revision: D10215680

fbshipit-source-id: 28b2128619aa220cd5cf178d7024464d5e126bd3
","CommitMessage: Delegate event matching to unity sdk

Summary:
Codeless event matching should be handled in Unity SDK due to the special tree hierarchy in Unity apps. This diff does 2 things:
1. Send event mappin to Unity on parsing the app settings.
2. Skip event matching for unity apps.

Differential Revision: D10215680

fbshipit-source-id: 28b2128619aa220cd5cf178d7024464d5e126bd3

Diff:
@@ -1,8 +1,11 @@
     public void add(Activity activity) {
+        if (InternalSettings.isUnityApp()) {
+            return;
+        }
         if (Thread.currentThread() != Looper.getMainLooper().getThread()) {
             throw new FacebookException(""Can't add activity to CodelessMatcher on non-UI thread"");
         }
         this.activitiesSet.add(activity);
         delegateMap.clear();
         startTracking();
     }",Buggy,"  Based on the provided commit message and diff, the changes in the code align with the bug fix for codeless event matching in Unity apps. The diff adds two lines of code that check if the app is a Unity app and, if so, skip event matching. This is done to avoid matching events that are not relevant to the app.

The commit message and code modifications both indicate that the changes are related to bug fix for codeless event matching in Unity apps. The commit message clearly states that the changes are related to delegating event matching to the Unity SDK, which is a special tree hierarchy in Unity apps. The diff also includes two lines of code that check if the app is a Unity app and, if so, skip event matching, which is a crucial part of the bug fix.

Therefore, based on the provided information, it can be concluded that the changes align with the bug fix for codeless event matching in Unity apps and the commit message is relevant to the code modifications. Therefore, the answer is **Buggy**."
facebook-android-sdk,1430.json,8d168dd203acf2e068a6b6f6029e9baaea992538,"@@ -1,4 +1,3 @@
                     public void onBackgroundProcessingStarted() {
-                        view.findViewById(R.id.com_facebook_login_activity_progress_bar)
-                                .setVisibility(View.VISIBLE);
+                        progressBar.setVisibility(View.VISIBLE);
                     }",NotBuggy,"Facebook Android SDK 4.28
","CommitMessage: Facebook Android SDK 4.28

Diff:
@@ -1,4 +1,3 @@
                     public void onBackgroundProcessingStarted() {
-                        view.findViewById(R.id.com_facebook_login_activity_progress_bar)
-                                .setVisibility(View.VISIBLE);
+                        progressBar.setVisibility(View.VISIBLE);
                     }","  Based on the commit message and diff, it appears that the changes in the diff are related to fixing a bug in the Facebook Android SDK. Specifically, the changes involve updating the visibility of a progress bar, which suggests that a previous version of the SDK was not properly handling the visibility of the progress bar.

The commit message mentions a specific version of the Facebook Android SDK, ""4.28"", which suggests that the bug was fixed in this version of the SDK. The diff only includes changes to a single file, which further suggests that the bug fix was isolated to this particular file.

Based on the information provided, it appears that the changes in the diff align with the commit message, and indicate a bug fix. The changes specifically focus on updating the visibility of a progress bar, which suggests that a previous version of the SDK was not properly handling the visibility of the progress bar, leading to the bug.

Therefore, I conclude that the changes in the diff are relevant to the commit message and indicate a bug fix. The bug fix is related to the visibility of a progress bar, which suggests that it was not properly handled in a previous version of the SDK.","  Based on the commit message and diff, it appears that the changes in the diff are related to fixing a bug in the Facebook Android SDK. Specifically, the changes involve updating the visibility of a progress bar, which suggests that a previous version of the SDK was not properly handling the visibility of the progress bar.

The commit message mentions a specific version of the Facebook Android SDK, ""4.28"", which suggests that the bug was fixed in this version of the SDK. The diff only includes changes to a single file, which further suggests that the bug fix was isolated to this particular file.

Based on the information provided, it appears that the changes in the diff align with the commit message, and indicate a bug fix. The changes specifically focus on updating the visibility of a progress bar, which suggests that a previous version of the SDK was not properly handling the visibility of the progress bar, leading to the bug.

Therefore, I conclude that the changes in the diff are relevant to the commit message and indicate a bug fix. The bug fix is related to the visibility of a progress bar, which suggests that it was not properly handled in a previous version of the SDK."
facebook-android-sdk,2780.json,9dd41692e4bc962ab7bc56c5a17679be80ab50bf,"@@ -1,4 +1,7 @@
     private static String getUserAgent() {
-        // TODO port: construct user agent string with version
-        return ""FBAndroidSDK"";
+        if (userAgent == null) {
+            userAgent = String.format(""%s.%s"", USER_AGENT_BASE, FacebookSdkVersion.BUILD);
+        }
+
+        return userAgent;
     }",NotBuggy,"Added UserAgent, Migration Bundle

Summary: Adding version string in UserAgent and current sdk Migration Bundle.

Test Plan:
- Unit tests

Revert Plan:
- ok

Tags:

Reviewers: mingfli, clang, jacl

Reviewed By: mingfli

CC: msdkexp@

Differential Revision: https://phabricator.fb.com/D583727

Task ID: 994912
","CommitMessage: Added UserAgent, Migration Bundle

Summary: Adding version string in UserAgent and current sdk Migration Bundle.

Test Plan:
- Unit tests

Revert Plan:
- ok

Tags:

Reviewers: mingfli, clang, jacl

Reviewed By: mingfli

CC: msdkexp@

Differential Revision: https://phabricator.fb.com/D583727

Task ID: 994912

Diff:
@@ -1,4 +1,7 @@
     private static String getUserAgent() {
-        // TODO port: construct user agent string with version
-        return ""FBAndroidSDK"";
+        if (userAgent == null) {
+            userAgent = String.format(""%s.%s"", USER_AGENT_BASE, FacebookSdkVersion.BUILD);
+        }
+
+        return userAgent;
     }","  Based on the information provided, it appears that this commit message and diff are related to a bug fix. The commit message describes the addition of a new version string to the UserAgent and current sdk Migration Bundle, which suggests that a bug was causing the UserAgent to be malformed or not include the correct version information.

The diff shown in the Git Diff section contains changes to the `getUserAgent()` method, which is responsible for constructing the UserAgent string. The changes include adding a null check for the `userAgent` variable and updating the return statement to include the version information. These changes suggest that the bug was caused by a null pointer exception or other runtime error, and that the changes are intended to fix the bug by ensuring that the UserAgent string is properly constructed.

The presence of unit tests in the commit message also suggests that the bug was detected and fixed through testing, which is a common way to identify and fix bugs in software.

Overall, the combination of the commit message and diff suggests that the changes align with a bug fix, and that the changes are intended to address a specific issue related to the UserAgent string.","  Based on the information provided, it appears that this commit message and diff are related to a bug fix. The commit message describes the addition of a new version string to the UserAgent and current sdk Migration Bundle, which suggests that a bug was causing the UserAgent to be malformed or not include the correct version information.

The diff shown in the Git Diff section contains changes to the `getUserAgent()` method, which is responsible for constructing the UserAgent string. The changes include adding a null check for the `userAgent` variable and updating the return statement to include the version information. These changes suggest that the bug was caused by a null pointer exception or other runtime error, and that the changes are intended to fix the bug by ensuring that the UserAgent string is properly constructed.

The presence of unit tests in the commit message also suggests that the bug was detected and fixed through testing, which is a common way to identify and fix bugs in software.

Overall, the combination of the commit message and diff suggests that the changes align with a bug fix, and that the changes are intended to address a specific issue related to the UserAgent string."
facebook-android-sdk,2061.json,752ea7b77a1779ed8b784dbd55a886cc00aeb8a6,"@@ -1,3 +1,3 @@
-    public List<String> getDeclinedPermissions() {
+    public Set<String> getDeclinedPermissions() {
         return this.declinedPermissions;
     }",NotBuggy,"Facebook Android SDK 4.0
","CommitMessage: Facebook Android SDK 4.0

Diff:
@@ -1,3 +1,3 @@
-    public List<String> getDeclinedPermissions() {
+    public Set<String> getDeclinedPermissions() {
         return this.declinedPermissions;
     }",Buggy,"  Based on the commit message and diff, the changes appear to be related to a bug fix. The commit message mentions the Facebook Android SDK 4.0, which suggests that this is a version upgrade. The diff shows a change from a list to a set, which is a common change made when upgrading to a newer version of a library.

The method that was changed, `getDeclinedPermissions()`, is also related to Facebook's SDK. The method returns a list of permissions that the user has declined. The change from a list to a set suggests that the bug fix involved updating the method to return a set instead, which is a more appropriate data structure for storing unique permissions.

The diff also shows that the method is now checking for an empty set instead of an empty list. This suggests that the bug fix involved updating the method to handle empty sets correctly.

Overall, the changes made in the diff align with the commit message and indicate a bug fix related to the Facebook Android SDK 4.0. Therefore, I conclude that this change is **Buggy**."
facebook-android-sdk,775.json,752ea7b77a1779ed8b784dbd55a886cc00aeb8a6,"@@ -1,3 +1,3 @@
-        public int describeContents() {
-            return 0;
-        }

+    public int describeContents() {
+        return 0;
+    }",NotBuggy,"Facebook Android SDK 4.0
","CommitMessage: Facebook Android SDK 4.0

Diff:
@@ -1,3 +1,3 @@
-        public int describeContents() {
-            return 0;
-        }

+    public int describeContents() {
+        return 0;
+    }","  This commit message is not clear and does not provide any information about the changes made in the code. Therefore, it is not possible to determine if the changes align with the commit message and indicate a bug fix.

The Git diff provided does not contain any information about the changes made in the code, it only shows the addition of a new method named `describeContents()`. Therefore, it is not possible to determine if this method is related to a bug fix.

Therefore, I conclude that the changes in the code do not align with the commit message and do not indicate a bug fix.","  This commit message is not clear and does not provide any information about the changes made in the code. Therefore, it is not possible to determine if the changes align with the commit message and indicate a bug fix.

The Git diff provided does not contain any information about the changes made in the code, it only shows the addition of a new method named `describeContents()`. Therefore, it is not possible to determine if this method is related to a bug fix.

Therefore, I conclude that the changes in the code do not align with the commit message and do not indicate a bug fix."
facebook-android-sdk,477.json,0086a52b843d60753942a20573fcdde4c9a3e948,"@@ -1,4 +1,4 @@
-        public Builder setObjectType(final LikeView.ObjectType objectType) {
-            this.objectType = objectType == null ? LikeView.ObjectType.UNKNOWN : objectType;
+        public Builder setObjectType(final String objectType) {
+            this.objectType = objectType;
             return this;
         }",NotBuggy,"Facebook Android SDK 4.1
","CommitMessage: Facebook Android SDK 4.1

Diff:
@@ -1,4 +1,4 @@
-        public Builder setObjectType(final LikeView.ObjectType objectType) {
-            this.objectType = objectType == null ? LikeView.ObjectType.UNKNOWN : objectType;
+        public Builder setObjectType(final String objectType) {
+            this.objectType = objectType;
             return this;
         }",Buggy,"  Based on the commit message and diff, it appears that the changes are related to a bug fix for the Facebook Android SDK. The commit message mentions the version number of the SDK being updated to 4.1, and the diff shows that the code has been modified to accept a string value for the `objectType` parameter in the `setObjectType` method instead of an enum value. This suggests that the bug fix is related to the handling of object types in the SDK.

Analyzing the diff more closely, we can see that the code has been updated to handle the `objectType` parameter as a string value, rather than an enum value. This suggests that the bug fix is related to the handling of invalid enum values in the SDK.

The commit message also mentions the version number of the SDK being updated to 4.1, which suggests that the bug fix is related to a specific version of the SDK.

Overall, based on the commit message and diff, it appears that the changes are related to a bug fix for the Facebook Android SDK, specifically related to the handling of object types in the SDK.

Conclusion: Buggy."
facebook-android-sdk,818.json,845ba874cc5552f4deccf7d6262d351e4bbd72e4,"@@ -1,4 +1,5 @@
-        public void writeToParcel(Parcel parcel, int flags) {
-            parcel.writeString(actionText);
-            parcel.writeLong(publishDate.getTime());
+        public void writeToParcel(Parcel parcel, int i) {
+            parcel.writeString(callId.toString());
+            parcel.writeParcelable(requestIntent, 0);
+            parcel.writeInt(requestCode);
         }",NotBuggy,"Facebook Android SDK 3.5 (see https://developers.facebook.com/android/change-log-3.x/)

Summary: Facebook Android SDK 3.5

Test Plan: - Release testing

Reviewers: mingfli

Reviewed By: mingfli

CC: platform-diffs@lists, subodh, dreiss

Differential Revision: https://phabricator.fb.com/D935263
","CommitMessage: Facebook Android SDK 3.5 (see https://developers.facebook.com/android/change-log-3.x/)

Summary: Facebook Android SDK 3.5

Test Plan: - Release testing

Reviewers: mingfli

Reviewed By: mingfli

CC: platform-diffs@lists, subodh, dreiss

Differential Revision: https://phabricator.fb.com/D935263

Diff:
@@ -1,4 +1,5 @@
-        public void writeToParcel(Parcel parcel, int flags) {
-            parcel.writeString(actionText);
-            parcel.writeLong(publishDate.getTime());
+        public void writeToParcel(Parcel parcel, int i) {
+            parcel.writeString(callId.toString());
+            parcel.writeParcelable(requestIntent, 0);
+            parcel.writeInt(requestCode);
         }","  Based on the Git diff provided, the changes appear to be related to the implementation of the ```writeToParcel()``` method in the ```Request``` class. The original method took two parameters, ```Parcel parcel``` and ```int flags```, while the modified method takes three parameters, ```Parcel parcel```, ```int i```, and ```requestCode```.

The modified method also includes additional code to write a parcelable object and an integer value to the parcel. This suggests that the changes are related to bug fix, specifically related to the implementation of the ```writeToParcel()``` method. The changes align with the commit message, which mentions the Facebook Android SDK 3.5 release and the changes to the ```Request``` class. The commit message also mentions ""release testing"" and ""platform-diffs@lists"", which suggests that the changes are part of a larger effort to update the Facebook Android SDK 3.5 and ensure its compatibility with the latest platform releases.

Therefore, I conclude that the changes align with the commit message and indicate a bug fix.","  Based on the Git diff provided, the changes appear to be related to the implementation of the ```writeToParcel()``` method in the ```Request``` class. The original method took two parameters, ```Parcel parcel``` and ```int flags```, while the modified method takes three parameters, ```Parcel parcel```, ```int i```, and ```requestCode```.

The modified method also includes additional code to write a parcelable object and an integer value to the parcel. This suggests that the changes are related to bug fix, specifically related to the implementation of the ```writeToParcel()``` method. The changes align with the commit message, which mentions the Facebook Android SDK 3.5 release and the changes to the ```Request``` class. The commit message also mentions ""release testing"" and ""platform-diffs@lists"", which suggests that the changes are part of a larger effort to update the Facebook Android SDK 3.5 and ensure its compatibility with the latest platform releases.

Therefore, I conclude that the changes align with the commit message and indicate a bug fix."
facebook-android-sdk,2702.json,d4a9d0c92085e732231e5bbb09f8e1f1fe292f6a,"@@ -1,3 +1,11 @@
-    public static Request newMyFriendsRequest(Session session, Callback callback) {
-        return new Request(session, MY_FRIENDS, null, null, callback);
+    public static Request newMyFriendsRequest(Session session, final GraphUserListCallback callback) {
+        Callback wrapper = new Callback() {
+            @Override
+            public void onCompleted(Response response) {
+                if (callback != null) {
+                    callback.onCompleted(typedListFromResponse(response, GraphUser.class), response);
+                }
+            }
+        };
+        return new Request(session, MY_FRIENDS, null, null, wrapper);
     }",NotBuggy,"Minor Request API changes

Summary:
- Added execute variants to Request static helpers
- Made callbacks strongly typed for Request statics
- Renamed execute -> executeAndWait
- Added instance executeAndWait/executeAsync to Request and RequestBatch

Test Plan:
- added unit tests

Revert Plan:
- ok

Tags:

Reviewers: mingfli, clang

Reviewed By: mingfli

Differential Revision: https://phabricator.fb.com/D600294

Task ID: 1801701
","CommitMessage: Minor Request API changes

Summary:
- Added execute variants to Request static helpers
- Made callbacks strongly typed for Request statics
- Renamed execute -> executeAndWait
- Added instance executeAndWait/executeAsync to Request and RequestBatch

Test Plan:
- added unit tests

Revert Plan:
- ok

Tags:

Reviewers: mingfli, clang

Reviewed By: mingfli

Differential Revision: https://phabricator.fb.com/D600294

Task ID: 1801701

Diff:
@@ -1,3 +1,11 @@
-    public static Request newMyFriendsRequest(Session session, Callback callback) {
-        return new Request(session, MY_FRIENDS, null, null, callback);
+    public static Request newMyFriendsRequest(Session session, final GraphUserListCallback callback) {
+        Callback wrapper = new Callback() {
+            @Override
+            public void onCompleted(Response response) {
+                if (callback != null) {
+                    callback.onCompleted(typedListFromResponse(response, GraphUser.class), response);
+                }
+            }
+        };
+        return new Request(session, MY_FRIENDS, null, null, wrapper);
     }","  This Git commit diff and message indicate a bug fix. The code changes include renaming a method, adding new methods, and updating the types of callbacks. The commit message notes that these changes were made to address a minor issue with the Request API.

The code modifications include:

* Renaming the `execute` method to `executeAndWait`
* Adding new `executeAndWait` and `executeAsync` methods to the `Request` and `RequestBatch` classes
* Updating the types of callbacks from `Callback` to `GraphUserListCallback`

These changes align with the commit message and indicate a bug fix. The bug fix involves updating the types of callbacks to better accommodate the new `executeAndWait` and `executeAsync` methods. The commit message notes that these changes were made to address a minor issue with the Request API, which suggests that the changes are related to a bug.

Therefore, I conclude that this commit is a bug fix, and the changes align with the commit message and indicate a bug fix.","  This Git commit diff and message indicate a bug fix. The code changes include renaming a method, adding new methods, and updating the types of callbacks. The commit message notes that these changes were made to address a minor issue with the Request API.

The code modifications include:

* Renaming the `execute` method to `executeAndWait`
* Adding new `executeAndWait` and `executeAsync` methods to the `Request` and `RequestBatch` classes
* Updating the types of callbacks from `Callback` to `GraphUserListCallback`

These changes align with the commit message and indicate a bug fix. The bug fix involves updating the types of callbacks to better accommodate the new `executeAndWait` and `executeAsync` methods. The commit message notes that these changes were made to address a minor issue with the Request API, which suggests that the changes are related to a bug.

Therefore, I conclude that this commit is a bug fix, and the changes align with the commit message and indicate a bug fix."
facebook-android-sdk,2571.json,1ebea4d8e02aff0bc96cad34c959ab680421f8eb,"@@ -1,7 +1,9 @@
     private static void cancelCurrentTask() {
-        if (currentFuture != null) {
-            currentFuture.cancel(false);
-        }
+        synchronized (currentFutureLock) {
+            if (currentFuture != null) {
+                currentFuture.cancel(false);
+            }
 
-        currentFuture = null;
+            currentFuture = null;
+        }
     }",NotBuggy,"Facebook Android SDK 4.27
","CommitMessage: Facebook Android SDK 4.27

Diff:
@@ -1,7 +1,9 @@
     private static void cancelCurrentTask() {
-        if (currentFuture != null) {
-            currentFuture.cancel(false);
-        }
+        synchronized (currentFutureLock) {
+            if (currentFuture != null) {
+                currentFuture.cancel(false);
+            }
 
-        currentFuture = null;
+            currentFuture = null;
+        }
     }","  Based on the commit message and Git diff, the changes in the code seem to align with a bug fix. The commit message mentions the Facebook Android SDK 4.27, which suggests that the changes address a bug in this version of the SDK.

The diff shows that the code was modified to fix a possible race condition in the method ""cancelCurrentTask"". The changes added a synchronized block around the code that accesses and modifies the currentFuture variable. This suggests that the original code was not thread-safe, and the changes were made to ensure that the method is now thread-safe.

Additionally, the diff shows that the code was modified to cancel the current task if it is not null. This suggests that the changes were made to fix a bug related to null pointer exceptions or other runtime errors that could occur if the current task was not properly canceled.

Overall, the changes in the code and the commit message suggest that the changes are related to fixing a bug in the Facebook Android SDK 4.27. Therefore, I conclude that the changes indicate a bug fix.","  Based on the commit message and Git diff, the changes in the code seem to align with a bug fix. The commit message mentions the Facebook Android SDK 4.27, which suggests that the changes address a bug in this version of the SDK.

The diff shows that the code was modified to fix a possible race condition in the method ""cancelCurrentTask"". The changes added a synchronized block around the code that accesses and modifies the currentFuture variable. This suggests that the original code was not thread-safe, and the changes were made to ensure that the method is now thread-safe.

Additionally, the diff shows that the code was modified to cancel the current task if it is not null. This suggests that the changes were made to fix a bug related to null pointer exceptions or other runtime errors that could occur if the current task was not properly canceled.

Overall, the changes in the code and the commit message suggest that the changes are related to fixing a bug in the Facebook Android SDK 4.27. Therefore, I conclude that the changes indicate a bug fix."
facebook-android-sdk,2275.json,2edb0d361bce159d052355395d6f3dd443c29a6b,"@@ -1,38 +1,38 @@
     private static synchronized void initialize() {
         try {
             FetchedAppSettings settings = FetchedAppSettingsManager.queryAppSettings(
                     FacebookSdk.getApplicationId(), false);
             if (settings == null) {
                 return;
             }
             String eventFilterResponse = settings.getRestrictiveDataSetting();
             if (!eventFilterResponse.isEmpty()) {
                 JSONObject jsonObject = new JSONObject(eventFilterResponse);
 
-                deprecatedParams.clear();
+                deprecatedParamFilters.clear();
 
                 Iterator<String> keys = jsonObject.keys();
                 while (keys.hasNext()) {
                     String key = keys.next();
                     JSONObject json = jsonObject.getJSONObject(key);
                     if (json != null) {
                         if (json.optBoolean(""is_deprecated_event"")) {
                             deprecatedEvents.add(key);
                         } else {
                             JSONArray deprecatedParamJsonArray = json
                                     .optJSONArray(""deprecated_param"");
-                            DeprecatedParam deprecatedParam = new DeprecatedParam(key,
+                            DeprecatedParamFilter deprecatedParamFilter = new DeprecatedParamFilter(key,
                                     new ArrayList<String>());
                             if (deprecatedParamJsonArray != null) {
-                                deprecatedParam.deprecateParams = Utility
+                                deprecatedParamFilter.deprecateParams = Utility
                                         .convertJSONArrayToList(deprecatedParamJsonArray);
                             }
-                            deprecatedParams.add(deprecatedParam);
+                            deprecatedParamFilters.add(deprecatedParamFilter);
                         }
                     }
                 }
             }
         } catch (Exception e) {
             /* swallow */
         }
     }",NotBuggy,"Refactor: better naming and several small changes

Reviewed By: ZebingZong

Differential Revision: D19523661

fbshipit-source-id: 664f47c474172136f9ef6e2f7f157f428cd8f5f6
","CommitMessage: Refactor: better naming and several small changes

Reviewed By: ZebingZong

Differential Revision: D19523661

fbshipit-source-id: 664f47c474172136f9ef6e2f7f157f428cd8f5f6

Diff:
@@ -1,38 +1,38 @@
     private static synchronized void initialize() {
         try {
             FetchedAppSettings settings = FetchedAppSettingsManager.queryAppSettings(
                     FacebookSdk.getApplicationId(), false);
             if (settings == null) {
                 return;
             }
             String eventFilterResponse = settings.getRestrictiveDataSetting();
             if (!eventFilterResponse.isEmpty()) {
                 JSONObject jsonObject = new JSONObject(eventFilterResponse);
 
-                deprecatedParams.clear();
+                deprecatedParamFilters.clear();
 
                 Iterator<String> keys = jsonObject.keys();
                 while (keys.hasNext()) {
                     String key = keys.next();
                     JSONObject json = jsonObject.getJSONObject(key);
                     if (json != null) {
                         if (json.optBoolean(""is_deprecated_event"")) {
                             deprecatedEvents.add(key);
                         } else {
                             JSONArray deprecatedParamJsonArray = json
                                     .optJSONArray(""deprecated_param"");
-                            DeprecatedParam deprecatedParam = new DeprecatedParam(key,
+                            DeprecatedParamFilter deprecatedParamFilter = new DeprecatedParamFilter(key,
                                     new ArrayList<String>());
                             if (deprecatedParamJsonArray != null) {
-                                deprecatedParam.deprecateParams = Utility
+                                deprecatedParamFilter.deprecateParams = Utility
                                         .convertJSONArrayToList(deprecatedParamJsonArray);
                             }
-                            deprecatedParams.add(deprecatedParam);
+                            deprecatedParamFilters.add(deprecatedParamFilter);
                         }
                     }
                 }
             }
         } catch (Exception e) {
             /* swallow */
         }
     }",Buggy,"  Based on the commit message ""Refactor: better naming and several small changes"" and the diff, it appears that the changes align with the commit message. The diff includes updates to improve the naming of variables and adds several small changes.

However, it's important to note that the diff also includes changes related to error handling, such as the removal of the ""deprecatedParams"" variable and the addition of the ""deprecatedParamFilters"" variable. These changes suggest that the commit was made to address a bug or issue related to error handling.

The fact that the commit message mentions ""better naming"" and the diff includes renaming of variables suggests that the commit was made to improve the readability and maintainability of the code. However, the addition of error handling updates and the removal of the ""deprecatedParams"" variable further suggest that the commit was made to address a bug or issue related to error handling.

Based on the analysis, it can be concluded that the changes in the diff align with the commit message and indicate a bug fix related to error handling. Therefore, the conclusion is: **Buggy**."
facebook-android-sdk,2617.json,426267f3dcc9daadcf383ec1896bffa1d7d46852,"@@ -1,9 +1,7 @@
         public String toKey() {
             switch (this) {
-                case ADDRESS_DETECTION:
-                case APP_EVENT_PREDICTION: return ""fc3"";
                 case MTML_ADDRESS_DETECTION: return ""address_detect"";
                 case MTML_APP_EVENT_PREDICTION: return ""app_event_pred"";
             }
             return ""Unknown"";
         }",NotBuggy,"Remove Non-MTML model

Summary: Same as the title

Reviewed By: jiangcici

Differential Revision: D20863645

fbshipit-source-id: e34e7b2a6a3aaddbf82b543c46eda834339da7ae
","CommitMessage: Remove Non-MTML model

Summary: Same as the title

Reviewed By: jiangcici

Differential Revision: D20863645

fbshipit-source-id: e34e7b2a6a3aaddbf82b543c46eda834339da7ae

Diff:
@@ -1,9 +1,7 @@
         public String toKey() {
             switch (this) {
-                case ADDRESS_DETECTION:
-                case APP_EVENT_PREDICTION: return ""fc3"";
                 case MTML_ADDRESS_DETECTION: return ""address_detect"";
                 case MTML_APP_EVENT_PREDICTION: return ""app_event_pred"";
             }
             return ""Unknown"";
         }",Buggy,"  Based on the commit message ""Remove Non-MTML model"" and the diff, it appears that the changes align with bug fix. The diff removes two methods from the code, ""ADDRESS_DETECTION"" and ""APP_EVENT_PREDICTION"", which suggests that they were not properly implemented or were causing issues. The commit message confirms that the changes are related to the ""MTML model"", which suggests that the changes are related to a bug fix.

Additionally, the diff includes the addition of two new methods, ""MTML_ADDRESS_DETECTION"" and ""MTML_APP_EVENT_PREDICTION"", which suggests that the changes are related to a fix for a logic issue. The commit message does not mention any specific bugs or issues, but it does indicate that the changes are related to the ""MTML model"", which suggests that the changes are related to a bug fix.

Overall, the commit message and the diff both indicate that the changes are related to a bug fix, and the similarity between the two suggests that the changes are related to a specific issue. Therefore, I conclude that the changes align with a bug fix and are relevant to the commit message.

Buggy"
